# Database statistics for 'arrow_total' extracted on 2017-03-21 21:20:36 
#
#mach,alpha,config,Label,CA,CY,CN,CLL,CLM,CLN,CA_min,CA_max,CA_std,CA_err,CY_min,CY_max,CY_std,CY_err,CN_min,CN_max,CN_std,CN_err,CLL_min,CLL_max,CLL_std,CLL_err,CLM_min,CLM_max,CLM_std,CLM_err,CLN_min,CLN_max,CLN_std,CLN_err,nOrders,nIter,nStats
1.1,0,poweroff,,1.24452693069,7.39717376238e-05,-0.00387042544554,-1.81345485149e+177,0.020510719802,-1.14939306931e+176,1.24312,1.24466,0.000293840202327,8.61964369483e-05,6.31942e-05,9.83544e-05,1.11025004856e-05,3.44353743529e-06,-0.00389928,-0.00361204,5.55741325881e-05,1.61062557032e-05,-4.34043e+179,4.83059e+179,inf,inf,0.0200113,0.0205766,0.000112151336069,3.28706967819e-05,-1.77358e+177,1.77358e+177,inf,inf,3.35837569189,200,100
1.1,1,poweroff,,1.24303089109,0.000416249861386,0.125440693069,-4.87854210891e+178,-0.0664097485149,-2.5542049505e+175,1.24126,1.2432,0.000368972614321,0.000108137499564,0.000407363,0.000461722,1.1029345369e-05,3.03673386974e-06,0.124868,0.125633,0.000101180530998,2.06888090953e-05,-4.48877e+179,3.79224e+179,inf,inf,-0.0667896,-0.0652895,0.000198599696197,4.02361967587e-05,-1.61234e+177,2.09605e+177,inf,inf,3.31609356028,200,100
1.1,2,poweroff,,1.23972465347,0.00047837580198,0.256529316832,-1.46611940594e+178,-0.154737138614,2.87349405941e+175,1.23783,1.23991,0.00039877178852,0.000117210887204,0.000433045,0.000486186,5.38410423159e-06,5.22682760883e-07,0.255201,0.256689,0.00020292806757,4.53006350359e-05,-3.66325e+179,3.61165e+179,inf,inf,-0.155084,-0.152178,0.000390690934792,8.5677955851e-05,-2.09605e+177,2.41852e+177,inf,inf,3.33592485595,200,100
1.1,5,poweroff,,1.22659168317,0.00048858649505,0.663117128713,3.12635049505e+178,-0.447571009901,-6.38553861386e+175,1.22354,1.22684,0.00060236673364,0.000173309189738,0.000237925,0.000530888,6.05158835829e-05,1.78834032432e-05,0.661077,0.66326,0.000353761083537,9.49628571997e-05,-5.98502e+179,6.1914e+179,inf,inf,-0.447893,-0.443678,0.000707634372994,0.00019578627833,-2.41852e+177,2.25728e+177,inf,inf,3.20282704884,200,100
1.1,10,poweroff,,1.21059920792,0.000541191128713,1.39990772277,4.94494831683e+178,-1.03035485149,7.98183168317e+174,1.20085,1.2112,0.0017650735172,0.000485684263653,0.000487476,0.00115072,0.000119297759173,3.08824361714e-05,1.39337,1.4004,0.000922687509386,0.000177069544988,-6.60416e+179,8.25521e+179,inf,inf,-1.03141,-1.01544,0.00208288100831,0.000409291026721,-2.41852e+177,1.93481e+177,inf,inf,2.63066130321,200,100
1.4,0,poweroff,,1.24042158416,-0.000500302544554,0.00943233772277,8.30755643564e+177,0.0091623190099,2.95330257426e+175,1.24015,1.24044,5.63885507877e-05,1.529848242e-05,-0.000504014,-0.000441761,1.03575521636e-05,2.34785303536e-06,0.00942624,0.00948816,1.26601180043e-05,3.78018148826e-06,-2.42819e+179,2.99251e+179,inf,inf,0.0089608,0.00917884,4.1709099881e-05,1.17224178341e-05,-6.44938e+176,6.44938e+176,inf,inf,4.39158486641,200,100
1.4,1,poweroff,,1.23838811881,-0.000196364039604,0.127195227723,-3.47371980198e+177,-0.0714229554455,3.19275247525e+174,1.23825,1.2384,2.65028625873e-05,7.63524915785e-06,-0.000359227,-0.000169371,5.19167536013e-05,1.60094348588e-05,0.126989,0.127262,5.31716594631e-05,1.56537753647e-05,-2.37337e+179,3.1473e+179,inf,inf,-0.0715756,-0.0709963,0.000108644706145,3.17952025539e-05,-6.44938e+176,7.25555e+176,inf,inf,4.35147036728,200,100
1.4,2,poweroff,,1.2367270297,-0.000251823782178,0.246670861386,2.71768089109e+178,-0.153953693069,-1.03765722772e+175,1.23646,1.23675,5.3130598565e-05,1.52787952456e-05,-0.000260976,-0.000244895,3.26871407969e-06,8.54935141284e-07,0.246625,0.246675,8.99728199109e-06,2.56758352318e-06,-2.78613e+179,4.07601e+179,inf,inf,-0.153962,-0.153868,1.69148962262e-05,4.83631477409e-06,-8.06172e+176,1.04802e+177,inf,inf,4.74427503575,200,100
1.4,5,poweroff,,1.23610227723,0.000405283782178,0.621214722772,8.17345544554e+177,-0.419613108911,-5.26805346535e+175,1.23574,1.23613,6.84608898702e-05,1.84546540857e-05,0.000372285,0.000446432,1.33834659333e-05,3.33973150528e-06,0.621181,0.62124,9.34288399925e-06,2.19807296341e-06,-2.47656e+179,3.30208e+179,inf,inf,-0.419648,-0.41955,2.04590394895e-05,4.6258518081e-06,-1.04802e+177,7.25555e+176,inf,inf,4.40083017564,200,100
1.4,10,poweroff,,1.2263229703,-0.000421040237624,1.21377524752,1.83902950495e+178,-0.763429079208,3.99096435644e+174,1.22615,1.22634,3.7058812088e-05,1.09325565207e-05,-0.000443084,-0.000418517,5.27514865475e-06,1.58762624178e-06,1.21377,1.21385,1.45964907898e-05,4.14597502535e-06,-4.95312e+179,4.54036e+179,inf,inf,-0.76349,-0.763419,1.23149134159e-05,3.49352441973e-06,-1.12864e+177,1.04802e+177,inf,inf,4.57671812851,200,100
