# Database statistics for 'fin2' extracted on 2017-03-21 21:20:37 
#
#mach,alpha,config,Label,CA,CY,CN,CLL,CLM,CLN,CA_min,CA_max,CA_std,CA_err,CY_min,CY_max,CY_std,CY_err,CN_min,CN_max,CN_std,CN_err,CLL_min,CLL_max,CLL_std,CLL_err,CLM_min,CLM_max,CLM_std,CLM_err,CLN_min,CLN_max,CLN_std,CLN_err,nOrders,nIter,nStats
0.95,10,poweroff,,0.0417891485149,-0.00695225960396,0.334655336634,0.24245219802,-0.602348158416,-0.0144920584158,0.0417859,0.0418201,6.14619924189e-06,1.77177734225e-06,-0.00695482,-0.0069414,3.59141934511e-06,1.09360197839e-06,0.33446,0.33475,5.23297384788e-05,1.43048575839e-05,0.242337,0.242519,3.58815487491e-05,9.95442336624e-06,-0.602547,-0.602105,0.000102075950433,2.93405273394e-05,-0.0145305,-0.0144839,1.22487361832e-05,3.80978183414e-06,3.07000693574,200,100
1.1,0,poweroff,,0.0375216425743,0.00648392811881,-0.000537498970297,-0.000340279594059,0.00047403380198,-0.0362454257426,0.0375205,0.0375349,2.01756379583e-06,5.01327445808e-07,0.00648226,0.00650325,3.66701181741e-06,1.04315901411e-06,-0.000545703,-0.000511025,6.2577015558e-06,1.72122885198e-06,-0.00034619,-0.000323445,4.14646741974e-06,1.13163479457e-06,0.000434528,0.00049206,1.11824927286e-05,3.10288846569e-06,-0.0362883,-0.0362421,7.90968391885e-06,2.23074620113e-06,3.35837569189,200,100
1.1,1,poweroff,,0.0375105326733,0.0063293909901,0.0281661732673,0.0204386544554,-0.0504214633663,-0.0359465752475,0.0375079,0.0375346,5.16701474437e-06,1.51737622034e-06,0.00632709,0.00636033,5.98504315723e-06,1.69002058368e-06,0.0280171,0.028204,2.49183255603e-05,5.27919195737e-06,0.0203197,0.0204671,1.96794385573e-05,4.22074768141e-06,-0.0504916,-0.0501367,4.65266978032e-05,9.61385205764e-06,-0.036019,-0.0359408,1.42466908156e-05,4.06694470185e-06,3.31609356028,200,100
1.1,2,poweroff,,0.0373849138614,0.00591931762376,0.0573185524752,0.0415617465347,-0.102261148515,-0.0350937584158,0.0373822,0.0374068,5.90924815882e-06,1.8088333585e-06,0.0059166,0.00595226,6.82230618488e-06,1.97068381885e-06,0.0570707,0.0573739,4.02087660854e-05,8.76412435686e-06,0.0413699,0.0416027,3.09515161079e-05,6.78060913908e-06,-0.102387,-0.101836,7.35341755447e-05,1.58298843212e-05,-0.0351741,-0.035087,1.72900719371e-05,5.07882718199e-06,3.33592485595,200,100
1.1,5,poweroff,,0.0371707237624,0.00420803564356,0.146338841584,0.106056613861,-0.261935168317,-0.0316746653465,0.0371544,0.0371721,3.42374204737e-06,9.96377597516e-07,0.00420396,0.00424531,8.23040552348e-06,2.43191111826e-06,0.145804,0.146375,9.0815418575e-05,2.38650205933e-05,0.105663,0.106084,6.75377372028e-05,1.79099386093e-05,-0.26199,-0.261111,0.000133615605695,3.35869448058e-05,-0.0317439,-0.0316663,1.58317855216e-05,4.7296213086e-06,3.20282704884,200,100
1.1,10,poweroff,,0.0373833316832,0.00121708445545,0.300472990099,0.217318653465,-0.543781643564,-0.0261366079208,0.0373682,0.0374413,8.56724051479e-06,9.77422150049e-07,0.00121414,0.00125804,7.77762906112e-06,1.88698810487e-06,0.297857,0.300713,0.000406440172428,9.2839303782e-05,0.215548,0.217485,0.000275216977791,6.2448155844e-05,-0.544266,-0.538926,0.00075173680859,0.000170109527006,-0.0262603,-0.0261228,1.94307334552e-05,3.85877146612e-06,2.63066130321,200,100
1.4,0,poweroff,,0.0287787376238,0.00871818584158,0.00248233168317,0.00179437920792,-0.00516585069307,-0.0343441653465,0.0287781,0.0287795,4.95694629158e-07,1.50952093902e-07,0.00871655,0.00871875,4.11395276971e-07,1.14627545806e-07,0.00248031,0.0024836,5.77492135829e-07,1.12401789916e-07,0.00179268,0.00179524,4.7944622174e-07,1.18160756414e-07,-0.0051684,-0.00516242,1.02849621786e-06,2.33509397271e-07,-0.0343456,-0.0343424,9.06678809762e-07,2.67082514042e-07,4.39158486641,200,100
1.4,1,poweroff,,0.0287459128713,0.00869685623762,0.0289741346535,0.0209095277228,-0.0537553544554,-0.034302160396,0.0287441,0.0287552,2.82834532903e-06,8.73263425262e-07,0.00869582,0.00870622,2.17822838881e-06,6.46348007295e-07,0.0288719,0.0289969,1.89528672072e-05,5.00001672274e-06,0.0208357,0.0209255,1.38414867771e-05,3.68831106536e-06,-0.0537986,-0.0535778,3.20703389219e-05,8.1479643391e-06,-0.0343266,-0.0342991,5.89549381883e-06,1.7676658268e-06,4.35147036728,200,100
1.4,2,poweroff,,0.028675609901,0.00858210485149,0.0562958633663,0.0406239871287,-0.103920277228,-0.0340640534653,0.028675,0.0286772,6.05176506532e-07,1.88523181861e-07,0.00858163,0.00858262,2.14261863756e-07,5.78101108017e-08,0.0562645,0.0562989,6.29067709955e-06,1.81276685301e-06,0.0406022,0.0406261,4.36746892662e-06,1.25908221328e-06,-0.103926,-0.103859,1.22265081371e-05,3.53074894588e-06,-0.0340666,-0.0340631,1.0589144784e-06,3.30286554253e-07,4.74427503575,200,100
1.4,5,poweroff,,0.0287645891089,0.00827286811881,0.139611663366,0.100655376238,-0.256407722772,-0.0336264405941,0.028764,0.0287669,7.135049439e-07,1.99316902752e-07,0.00827241,0.00827437,5.7118205187e-07,1.64359546106e-07,0.139603,0.139661,1.36005803805e-05,4.10117225454e-06,0.100649,0.100691,9.84418357209e-06,2.96520414872e-06,-0.256482,-0.256392,2.05557049545e-05,6.16302372104e-06,-0.0336316,-0.0336252,1.62883535005e-06,4.61780990479e-07,4.40083017564,200,100
1.4,10,poweroff,,0.029045270297,0.00703466683168,0.260132584158,0.187233881188,-0.475200455446,-0.0316030118812,0.0290395,0.029046,1.38689371229e-06,4.19400916443e-07,0.00703343,0.00703484,2.94507243075e-07,8.88161355869e-08,0.260131,0.260149,3.01897407901e-06,8.27138692028e-07,0.187233,0.187245,2.03575528452e-06,5.48887263217e-07,-0.475247,-0.475195,9.20882567682e-06,2.61872351944e-06,-0.031604,-0.0315962,1.72128705752e-06,5.24277532128e-07,4.57671812851,200,100
2.2,0,poweroff,,0.0119302806931,0.00416782336634,0.000786118811881,0.000547863538614,-0.00189067862376,-0.0153874685149,0.00453836,0.0121232,0.000917020566869,0.000178617085789,0.00114877,0.00428801,0.000416802534338,8.92773601688e-05,-0.00116916,0.000895851,0.00035902712863,8.34667067116e-05,-0.000830268,0.000617914,0.000225440244767,5.25148098605e-05,-0.00205198,0.00168596,0.000549819739513,0.000115172171779,-0.0158007,0.00201035,0.00194467039067,0.000346008555538,1.48417412444,200,100
2.2,1,poweroff,,0.0117540659406,0.00403624554455,0.016564890099,0.0117676415842,-0.0304684742574,-0.0150488636634,0.00452309,0.0119673,0.000889274424026,0.000167818719341,0.0011114,0.00418658,0.000398707071316,8.18450613715e-05,0.0110316,0.0172834,0.000805226055402,0.000166823336794,-0,0.0123561,0.00124722721729,0.000182173816177,-0.0321688,0.0193052,0.0050828467091,0.000639934517238,-0.0155184,0.00194495,0.00188892448282,0.000324845276809,1.48520385066,200,100
2.2,2,poweroff,,0.0116287814851,0.00394999168317,0.032459439604,0.0230834148515,-0.059273970297,-0.0148232147525,0.00449576,0.0118099,0.000874233086994,0.000164220355144,0.00108615,0.00406282,0.000387841605964,7.9564602336e-05,0.0232351,0.0333174,0.0011891236134,0.000216121275591,-0,0.0238761,0.00236776385427,0.000301685500185,-0.0616217,0.0406615,0.0100758525498,0.00115273424712,-0.0151999,0.00190076,0.00185438460346,0.000317782858281,1.4896167552,200,100
2.2,5,poweroff,,0.0110184527723,0.00361709138614,0.0815310584158,0.0580750851485,-0.148231415842,-0.0139044423762,0.0043456,0.0112613,0.000798399147455,0.000137519479822,0.00108713,0.00373655,0.000332184931487,6.62046879604e-05,0.0598605,0.0822097,0.00276815273849,0.000599514329018,8.83488e-18,0.0589815,0.00593036499512,0.000823749567034,-0.151551,0.104756,0.0254687510266,0.00309289572277,-0.0143341,0.00190248,0.00172058146263,0.000278306691331,1.49920172471,200,100
2.2,10,poweroff,,0.0104408348515,0.00337517,0.155141089109,0.110496454455,-0.281455742574,-0.0132842876238,0.00393217,0.0106007,0.000781753499146,0.000147550883275,0.00139586,0.00343426,0.000251231025032,5.43984574821e-05,0.120661,0.156084,0.00420639428645,0.000864562554649,1.76698e-17,0.11199,0.0111694042467,0.00140565742656,-0.287395,0.211157,0.0494221062911,0.00559936447018,-0.0135798,0.00244276,0.00167465882238,0.000274785863015,1.51449441513,200,100
