# Database statistics for 'fins' extracted on 2017-03-21 20:52:58 
#
#mach,alpha,config,Label,CA,CY,CN,CLL,CLM,CLN,CA_min,CA_max,CA_std,CA_err,CY_min,CY_max,CY_std,CY_err,CN_min,CN_max,CN_std,CN_err,CLL_min,CLL_max,CLL_std,CLL_err,CLM_min,CLM_max,CLM_std,CLM_err,CLN_min,CLN_max,CLN_std,CLN_err,nOrders,nIter,nStats
0.95,0,poweroff,,0.171135980198,-0.000200628158416,0.0132297762376,3.25450187426e-05,-0.0277739742574,0.000354935089109,0.171084,0.171564,8.89297175155e-05,2.64756050614e-05,-0.000225143,-0.000135645,2.6837768594e-05,8.07130653551e-06,0.0124776,0.0138922,0.000354359441097,0.000107058222025,-7.20541e-06,8.69152e-05,2.21636531907e-05,6.5559553143e-06,-0.0291352,-0.0257351,0.000785726065893,0.000237187800094,0.00024245,0.000398483,4.61350308759e-05,1.37983241324e-05,2.55024958102,200,100
0.95,1,poweroff,,0.170965316832,-0.000274045089109,0.0830706930693,3.80771585149e-05,-0.153197821782,0.000486043207921,0.170885,0.171534,0.000148373954287,4.5579225444e-05,-0.000304116,-0.000231085,1.36480566376e-05,2.42020714657e-06,0.0799693,0.0836647,0.000757490479143,0.000227455090874,-3.49385e-05,6.09205e-05,2.04198098263e-05,5.67435726192e-06,-0.154519,-0.145836,0.00177878868783,0.000533684938799,0.000403319,0.000539338,2.62515978604e-05,4.99202559913e-06,2.57594068222,200,100
0.95,2,poweroff,,0.170643108911,-0.000298935673267,0.151815762376,-7.76434564356e-05,-0.27570429703,0.000520562534653,0.170541,0.171374,0.000191176291096,5.87469054588e-05,-0.000346032,-0.000275508,1.43087000739e-05,3.72278958158e-06,0.147199,0.152287,0.000951703539293,0.000276601100633,-0.000104931,-1.1417e-05,2.83255007944e-05,8.52413488279e-06,-0.276756,-0.265276,0.00214571014599,0.000622450992631,0.000478081,0.000609682,2.7383528916e-05,7.35958251739e-06,2.53807418576,200,100
0.95,5,poweroff,,0.169825039604,-0.000279930851485,0.35694549505,-0.000238637019802,-0.641050237624,0.00050557460396,0.169777,0.17027,0.000101950766685,3.03167528761e-05,-0.000343196,-0.00024718,1.47442541031e-05,2.93724303614e-06,0.355987,0.35734,0.000160250152454,2.09975408744e-05,-0.00032596,-0.000224568,1.40835344602e-05,3.20662224968e-06,-0.642103,-0.639332,0.000360970862172,6.35378973994e-05,0.000435526,0.00061279,2.59124812879e-05,4.44652366921e-06,2.75039962021,200,100
0.95,10,poweroff,,0.168213029703,-0.000137590722772,0.692932564356,-0.000150997009901,-1.25087891089,0.000270756138614,0.168176,0.16851,6.62433939087e-05,1.97002135989e-05,-0.000199411,-0.000128228,8.35476316877e-06,1.25617516902e-06,0.692623,0.693128,0.00010052352228,2.84842859232e-05,-0.000207796,-0.000137474,8.23830874753e-06,1.34179373424e-06,-1.25131,-1.25043,0.000208995243634,6.08828204158e-05,0.000252534,0.000364636,1.25792741751e-05,1.66035394032e-06,3.07000693574,200,100
1.1,0,poweroff,,0.148985574257,6.29143683168e-05,0.00159996059406,0.000184173772277,-0.00509541891089,-0.00011655629703,0.148978,0.149069,1.47086197767e-05,3.99541816793e-06,5.71419e-05,7.8213e-05,6.40318794557e-06,1.97266533273e-06,0.00157887,0.00161151,7.80419433075e-06,2.26998760846e-06,0.000174679,0.000215197,9.38799219551e-06,2.84302384523e-06,-0.00511307,-0.00504699,1.90191363195e-05,5.83814951219e-06,-0.000141717,-0.000107465,9.56242206418e-06,2.92557417026e-06,3.35837569189,200,100
1.1,1,poweroff,,0.149002861386,0.000224773138614,0.0597853445545,0.000155882059406,-0.108364643564,-0.000399963168317,0.148992,0.149113,2.30977388216e-05,6.75444921207e-06,0.000218326,0.000261118,8.32034724622e-06,2.32962073079e-06,0.0594548,0.0598668,5.52113858168e-05,1.21257760352e-05,0.000150819,0.000184859,7.52677380143e-06,2.19765729093e-06,-0.108513,-0.107706,0.000106934196862,2.31837165457e-05,-0.000463372,-0.000388021,1.49321674546e-05,4.19337626445e-06,3.31609356028,200,100
1.1,2,poweroff,,0.148761425743,0.000257067910891,0.118980079208,-1.49746781089e-05,-0.213731514851,-0.000451944475248,0.148749,0.148885,2.83274161483e-05,8.47889867685e-06,0.000210767,0.000263497,5.88903097157e-06,7.3189846318e-07,0.118373,0.119083,9.48736192368e-05,2.13167346988e-05,-1.70037e-05,1.41244e-06,4.01225852247e-06,1.01116327104e-06,-0.213959,-0.212628,0.000174672344684,3.79952883999e-05,-0.000465069,-0.000366413,1.08928427538e-05,1.29368627222e-06,3.33592485595,200,100
1.1,5,poweroff,,0.148261158416,0.000190822575248,0.300150089109,1.86902467327e-05,-0.53915909901,-0.000312877784158,0.148207,0.148286,1.1128175527e-05,2.20395908391e-06,3.09165e-05,0.000210891,3.4252722581e-05,9.73842106433e-06,0.299165,0.300226,0.000177610882896,4.88891224817e-05,-4.05941e-05,3.52769e-05,8.90615244016e-06,1.36046517669e-06,-0.539275,-0.537639,0.000263941319047,7.11477954822e-05,-0.000348349,-1.75182e-05,6.18988627514e-05,1.73985997274e-05,3.20282704884,200,100
1.1,10,poweroff,,0.148568465347,9.02581108911e-05,0.615379930693,-0.000207221009901,-1.11704237624,-7.44011915861e-05,0.148542,0.148814,6.25892731702e-05,1.88526952665e-05,3.19313e-05,0.000151727,1.70688236363e-05,3.80278243867e-06,0.609984,0.615804,0.000822958563463,0.00018609819467,-0.000288601,-0.000115991,3.6251007719e-05,1.00095138254e-05,-1.11787,-1.10702,0.00152025020642,0.000339641483956,-0.000211866,2.26427e-05,3.26707584265e-05,7.06466266636e-06,2.63066130321,200,100
1.4,0,poweroff,,0.114532930693,-0.000233996980198,0.00475691069307,0.000199619336634,-0.010472960396,0.000443799009901,0.114526,0.114535,1.95624122175e-06,5.82109513019e-07,-0.000235885,-0.000218758,2.53435363283e-06,5.10370111956e-07,0.00475349,0.00478893,7.53202683429e-06,2.21552261474e-06,0.000197291,0.000203966,1.00172957633e-06,2.20435414667e-07,-0.0105351,-0.0104661,1.50282050285e-05,4.45109755071e-06,0.000408187,0.000446239,5.86731766686e-06,1.26827905848e-06,4.39158486641,200,100
1.4,1,poweroff,,0.114523128713,-0.000115684378218,0.0588302445545,7.9142790099e-05,-0.109998693069,0.000228077910891,0.11452,0.114549,6.58480604274e-06,1.9876948189e-06,-0.000228303,-9.97887e-05,3.25919987843e-05,9.94646587159e-06,0.0587119,0.0588595,2.89364701031e-05,8.52621478816e-06,-3.34619e-05,9.97498e-05,2.48508421147e-05,7.13316864482e-06,-0.110056,-0.109773,5.48917463136e-05,1.61369890575e-05,0.000200847,0.000431014,5.7404932158e-05,1.74514321958e-05,4.35147036728,200,100
1.4,2,poweroff,,0.114422465347,-8.99535376238e-05,0.113167762376,0.000265115584158,-0.210109009901,0.000166710524752,0.114421,0.114428,1.73241865173e-06,5.29860807427e-07,-9.51715e-05,-8.00976e-05,2.03999267985e-06,3.72277554849e-07,0.113128,0.113171,7.29593473521e-06,2.03397868891e-06,0.000255324,0.000267093,3.00403984848e-06,9.26382065659e-07,-0.210115,-0.210029,1.48733897869e-05,4.17016869331e-06,0.000154841,0.000178478,3.76236198351e-06,8.53521445675e-07,4.74427503575,200,100
1.4,5,poweroff,,0.114741465347,0.000212874316832,0.281686069307,0.000194425207921,-0.519556732673,-0.000374351584158,0.114739,0.114744,9.28795199966e-07,2.45373023765e-07,0.000193433,0.000224746,5.4800734257e-06,1.54031582295e-06,0.281663,0.281695,7.55082767182e-06,2.32852309458e-06,0.000179206,0.000270367,1.8224866301e-05,5.40604230084e-06,-0.519575,-0.519498,2.0128739657e-05,6.26019089957e-06,-0.000396792,-0.000343939,8.55338802454e-06,2.25679670159e-06,4.40083017564,200,100
1.4,10,poweroff,,0.115983366337,0.000152382415842,0.525475970297,-7.22631752475e-05,-0.964040683168,-0.000341561544554,0.115958,0.115986,5.738048746e-06,1.71742381329e-06,0.000148632,0.000152943,1.03983880384e-06,3.19461485446e-07,0.525469,0.525527,1.13079796985e-05,3.34300511043e-06,-7.61913e-05,-7.06997e-05,1.77784126848e-06,5.53573601249e-07,-0.964171,-0.964023,2.86228222633e-05,8.46730695845e-06,-0.000342542,-0.000334138,1.90649396488e-06,5.82034227065e-07,4.57671812851,200,100
2.2,0,poweroff,,0.0475376475248,-0.000170494089109,0.00127563076238,-3.81377046535e-05,-0.00328794872277,0.00028934550099,0.0180692,0.0483271,0.00367278570755,0.000727181440809,-0.000301446,7.14334e-05,9.98942604429e-05,3.08772904725e-05,-0.00185145,0.0014706,0.000548973609591,0.000117597761187,-7.27623e-05,6.11162e-05,3.0659463425e-05,8.97877147285e-06,-0.00356662,0.00252238,0.000830455789203,0.00015785823851,-0.000137462,0.000522519,0.000172834892003,5.30615161524e-05,1.48417412444,200,100
2.2,1,poweroff,,0.0472363831683,-0.00015056813396,0.0332256782178,-3.32478833663e-05,-0.0612759247525,0.000245661926634,0.0180625,0.0480514,0.00361934134457,0.000706456536742,-0.000266865,6.26183e-05,0.00012392841838,3.86898028069e-05,0.0233689,0.0345246,0.00142526637251,0.000284483919872,-9.79074e-05,5.98809e-05,3.33383064117e-05,8.99341941316e-06,-0.0644507,0.0408957,0.0103722631239,0.00121419578141,-0.00011811,0.000457092,0.000222755160966,6.92606156797e-05,1.48520385066,200,100
2.2,2,poweroff,,0.0469635564356,6.76923219802e-05,0.065319139604,-8.22909349505e-05,-0.119523180198,-0.000170871587158,0.0180549,0.0477171,0.00357150196037,0.000689005187734,-5.62356e-05,0.000127952,5.2175674239e-05,1.56282425531e-05,0.0484256,0.0671128,0.00216797126904,0.000376705293141,-0.000206573,6.9306e-05,5.92285944197e-05,1.68067908314e-05,-0.124516,0.0847448,0.0205536898414,0.00223499255453,-0.000284016,8.29618e-05,0.000106301523485,3.15005927156e-05,1.4896167552,200,100
2.2,5,poweroff,,0.0462620128713,5.99671138614e-05,0.165044940594,-8.75702960396e-05,-0.300785089109,-0.000124182633663,0.0180303,0.0470084,0.00344456651346,0.000641804206878,2.62713e-05,0.00014175,1.8469637676e-05,3.67024282823e-06,0.123642,0.166311,0.00526446245565,0.001143608823,-0.000116836,1.81292e-05,2.20945830125e-05,5.07299893762e-06,-0.307418,0.216374,0.0520037736615,0.00620975352916,-0.000280683,7.31844e-05,4.09676379725e-05,6.2931102606e-06,1.49920172471,200,100
2.2,10,poweroff,,0.0468656217822,0.000235953802673,0.315681019802,-0.000127464029703,-0.574743445545,-0.000423123027723,0.0180674,0.0475987,0.00353055824317,0.000683391965396,-3.66673e-06,0.000265393,5.70621348719e-05,1.60106399433e-05,0.248847,0.317526,0.00815017748453,0.00169058597739,-0.000163912,4.37488e-05,3.74294730582e-05,1.01199416773e-05,-0.586846,0.435482,0.101313758209,0.0114028932899,-0.000479383,5.84648e-05,0.000108171677948,2.98925732634e-05,1.51449441513,200,100
