# Database statistics for 'bullet_no_base' extracted on 2017-04-09 19:35:55 
#
#mach,alpha,beta,q,T,config,Label,CA,CY,CN,CA_min,CA_max,CA_std,CA_err,CY_min,CY_max,CY_std,CY_err,CN_min,CN_max,CN_std,CN_err,nOrders,nIter,nStats
1.1,30,0,1250,475.33,bullet,,0.313354737,-0.0322065209196,3.01439478,0.313354737,0.313354737,5.55111512313e-17,0,-0.0322065289,-0.0322065184,2.89136778888e-09,1.05102650734e-09,3.01439478,3.01439478,0,0,8.62936697262,200,50
1.25,0,0,1250,475.33,bullet,,0.584432895,-0.00462386623647,0.00320692388863,0.584432895,0.584432895,0,0,-0.00462386763,-0.00462386594,4.27669578942e-10,1.53838963133e-10,0.00320692332,0.00320692399,1.65363765474e-10,5.91018738773e-11,8.90112961724,200,50
1.25,4,0,1250,475.33,bullet,,0.582084453216,-0.0055684665951,0.188686506392,0.582084388,0.582084545,5.80322134108e-08,4.03116254019e-09,-0.00557411729,-0.00556271954,4.11234124984e-06,2.84460597696e-07,0.188679515,0.188693099,3.63949903404e-06,5.89004729156e-07,2.29983481322,200,50
1.25,10,0,1250,475.33,bullet,,0.568457097,-0.00697540750392,0.494710672,0.568457097,0.568457097,0,0,-0.00697540755,-0.00697540714,8.78295682478e-11,2.99644407884e-11,0.494710672,0.494710672,0,0,9.8684318132,200,50
1.25,30,0,1250,475.33,bullet,,0.44744878,-0.0116361090098,3.11423494,0.44744878,0.44744878,0,2.05657317186e-17,-0.0116361151,-0.0116361073,2.07518058769e-09,7.52410330346e-10,3.11423494,3.11423494,4.4408920985e-16,0,9.49133735627,200,50
1.5,0,0,1250,475.33,bullet,,0.689224239,0.00435494509255,-0.000284115941039,0.689224239,0.689224239,1.11022302463e-16,4.11314634371e-17,0.00435494476,0.00435494515,9.22877669036e-11,3.26726381655e-11,-0.000284115988,-0.000284115935,1.18486547356e-11,4.10964180232e-12,9.93682875967,200,50
1.5,10,0,1250,475.33,bullet,,0.674373603,0.00259992794353,0.532072258,0.674373603,0.674373603,0,0,0.00259992692,0.00259992806,2.474562629e-10,8.43459541137e-11,0.532072258,0.532072258,1.11022302463e-16,0,10.1309288913,200,50
1.5,30,0,1250,475.33,bullet,,0.560554756,-0.00137181155275,3.01468649,0.560554756,0.560554756,1.11022302463e-16,0,-0.00137181369,-0.00137181096,7.23900324721e-10,2.62338184036e-10,3.01468649,3.01468649,0,0,9.74558114832,200,50
1.75,0,0,1250,475.33,bullet,,0.74853972,0.000965492348843,-0.000292770488667,0.74853972,0.74853972,2.22044604925e-16,0,0.000965492185,0.000965492375,4.43565644061e-11,1.56293056855e-11,-0.000292770516,-0.000292770485,7.06181853952e-12,2.46166515917e-12,10.2876349251,200,50
1.75,4,0,1250,475.33,bullet,,0.746242156,0.000730784634627,0.19842663,0.746242156,0.746242156,0,0,0.00073078463,0.000730784644,4.88680006551e-12,1.79138354744e-12,0.19842663,0.19842663,0,0,10.1945849663,200,50
1.75,10,0,1250,475.33,bullet,,0.734577349,0.000851229006843,0.563010675,0.734577349,0.734577349,0,0,0.000851221921,0.000851230022,1.93760440703e-09,6.87985668765e-10,0.563010675,0.563010675,1.11022302463e-16,0,9.55478086092,200,50
1.75,30,0,1250,475.33,bullet,,0.629062661,-0.000953577598471,2.84076574,0.629062661,0.629062661,0,0,-0.000953577949,-0.000953577503,1.16720271097e-10,4.22349594767e-11,2.84076574,2.84076574,4.4408920985e-16,1.64525853749e-16,4.50986420112,200,50
